,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
4396,92,4,Печерський,3211,2,new,87975,Large,Low,Far,Normal,Expensive
4397,61,8,Дніпровський,1253,1,fashion,47686,Normal,Normal,Normal,Few,Normal
4398,54,5,Дарницький,794,2,fashion,22209,Normal,Normal,Normal,Normal,Cheap
4399,86,13,Оболонський,1799,2,fashion,25399,Large,High,Normal,Normal,Cheap
4400,22,16,Деснянський,1224,3,fashion,83354,Small,High,Normal,Normal,Expensive
4401,46,17,Святошинський,1793,3,classic,12689,Normal,High,Normal,Normal,Cheap
4402,45,18,Святошинський,2418,3,fashion,91571,Normal,High,Normal,Normal,Expensive
4403,93,2,Святошинський,843,2,new,77230,Large,Low,Normal,Normal,Expensive
4404,26,20,Соломянський,1274,3,new,90341,Small,High,Normal,Normal,Expensive
4405,54,21,Святошинський,2660,2,new,84370,Normal,High,Far,Normal,Expensive
4406,98,2,Деснянський,4902,2,classic,75749,Large,Low,Far,Normal,Expensive
4407,23,17,Шевченківський,1748,2,classic,82679,Small,High,Normal,Normal,Expensive
4408,48,12,Оболонський,3929,1,old,62303,Normal,Normal,Far,Few,Expensive
4409,94,1,Подільський,2868,1,old,97520,Large,Low,Far,Few,Expensive
4410,86,12,Дніпровський,2240,3,fashion,90276,Large,Normal,Normal,Normal,Expensive
4411,20,14,Деснянський,458,1,old,16180,Small,High,Near,Few,Cheap
4412,54,15,Шевченківський,149,1,fashion,89693,Normal,High,Near,Few,Expensive
4413,53,11,Дарницький,2742,2,new,36304,Normal,Normal,Far,Normal,Normal
4414,91,16,Дарницький,2895,3,old,56860,Large,High,Far,Normal,Expensive
4415,33,13,Голосіївський,4699,2,fashion,81661,Small,High,Far,Normal,Expensive
4416,90,18,Печерський,2437,2,old,83234,Large,High,Normal,Normal,Expensive
4417,70,9,Шевченківський,3124,2,old,11609,Large,Normal,Far,Normal,Cheap
4418,26,4,Деснянський,2288,2,classic,85116,Small,Low,Normal,Normal,Expensive
4419,93,2,Голосіївський,807,2,fashion,69751,Large,Low,Normal,Normal,Expensive
4420,78,17,Святошинський,1642,2,classic,54560,Large,High,Normal,Normal,Expensive
4421,64,20,Шевченківський,3697,2,old,99681,Normal,High,Far,Normal,Expensive
4422,67,6,Голосіївський,2142,3,fashion,99093,Large,Normal,Normal,Normal,Expensive
4423,57,14,Святошинський,3859,1,old,10993,Normal,High,Far,Few,Cheap
4424,31,8,Шевченківський,943,1,old,65995,Small,Normal,Normal,Few,Expensive
4425,78,23,Дарницький,4922,3,classic,30753,Large,High,Far,Normal,Normal
4426,78,16,Голосіївський,4078,2,old,36173,Large,High,Far,Normal,Normal
4427,24,15,Дарницький,3928,3,fashion,39821,Small,High,Far,Normal,Normal
4428,36,23,Подільський,4066,2,classic,89898,Normal,High,Far,Normal,Expensive
4429,40,6,Подільський,4291,2,old,24735,Normal,Normal,Far,Normal,Cheap
4430,94,11,Деснянський,1869,3,old,84652,Large,Normal,Normal,Normal,Expensive
4431,83,19,Соломянський,4972,3,new,55241,Large,High,Far,Normal,Expensive
4432,66,2,Шевченківський,3964,3,fashion,53252,Large,Low,Far,Normal,Expensive
4433,93,7,Оболонський,2769,3,fashion,37569,Large,Normal,Far,Normal,Normal
4434,97,14,Подільський,2050,1,classic,81667,Large,High,Normal,Few,Expensive
4435,20,14,Шевченківський,4953,2,new,37927,Small,High,Far,Normal,Normal
4436,88,21,Дніпровський,1796,3,new,55338,Large,High,Normal,Normal,Expensive
4437,61,1,Святошинський,3942,2,old,13898,Normal,Low,Far,Normal,Cheap
4438,59,11,Подільський,2664,3,fashion,63876,Normal,Normal,Far,Normal,Expensive
4439,41,24,Шевченківський,4808,3,classic,87949,Normal,High,Far,Normal,Expensive
4440,96,24,Оболонський,1629,1,new,66382,Large,High,Normal,Few,Expensive
4441,52,16,Оболонський,3890,1,old,52718,Normal,High,Far,Few,Expensive
4442,86,23,Деснянський,386,3,fashion,27659,Large,High,Near,Normal,Cheap
4443,30,23,Дарницький,4699,2,new,10381,Small,High,Far,Normal,Cheap
4444,58,19,Печерський,2778,2,classic,35150,Normal,High,Far,Normal,Normal
4445,84,10,Печерський,2022,2,fashion,82788,Large,Normal,Normal,Normal,Expensive
4446,34,6,Оболонський,4856,3,old,96926,Small,Normal,Far,Normal,Expensive
4447,54,10,Святошинський,4239,1,new,15469,Normal,Normal,Far,Few,Cheap
4448,78,11,Печерський,1963,1,fashion,44397,Large,Normal,Normal,Few,Normal
4449,92,16,Деснянський,2904,2,classic,62700,Large,High,Far,Normal,Expensive
4450,47,12,Подільський,602,3,classic,15319,Normal,Normal,Normal,Normal,Cheap
4451,79,12,Голосіївський,2009,3,old,75910,Large,Normal,Normal,Normal,Expensive
4452,92,13,Дарницький,2906,1,new,72764,Large,High,Far,Few,Expensive
4453,87,20,Голосіївський,3134,2,new,65889,Large,High,Far,Normal,Expensive
4454,30,6,Голосіївський,585,3,fashion,75138,Small,Normal,Normal,Normal,Expensive
4455,84,2,Святошинський,1063,1,classic,12600,Large,Low,Normal,Few,Cheap
4456,32,4,Печерський,915,1,classic,24371,Small,Low,Normal,Few,Cheap
4457,98,3,Подільський,4935,1,old,41112,Large,Low,Far,Few,Normal
4458,34,23,Дніпровський,3711,1,old,98742,Small,High,Far,Few,Expensive
4459,21,7,Шевченківський,3422,3,old,38515,Small,Normal,Far,Normal,Normal
4460,87,20,Соломянський,1334,2,classic,93100,Large,High,Normal,Normal,Expensive
4461,24,14,Оболонський,934,1,classic,75540,Small,High,Normal,Few,Expensive
4462,84,21,Дніпровський,2354,3,old,33424,Large,High,Normal,Normal,Normal
4463,61,13,Дарницький,3333,1,classic,44057,Normal,High,Far,Few,Normal
4464,27,7,Деснянський,4082,3,old,72398,Small,Normal,Far,Normal,Expensive
4465,48,8,Деснянський,254,2,new,48913,Normal,Normal,Near,Normal,Normal
4466,44,4,Шевченківський,3739,2,old,35213,Normal,Low,Far,Normal,Normal
4467,47,19,Оболонський,2200,1,classic,94160,Normal,High,Normal,Few,Expensive
4468,83,20,Подільський,4767,3,classic,51347,Large,High,Far,Normal,Expensive
4469,31,15,Голосіївський,3939,1,fashion,79788,Small,High,Far,Few,Expensive
4470,42,8,Дніпровський,277,1,classic,27233,Normal,Normal,Near,Few,Cheap
4471,51,24,Соломянський,1334,2,fashion,15957,Normal,High,Normal,Normal,Cheap
4472,47,18,Печерський,2576,3,fashion,67680,Normal,High,Far,Normal,Expensive
4473,44,14,Дарницький,2856,2,fashion,66242,Normal,High,Far,Normal,Expensive
4474,49,8,Дніпровський,158,2,old,16297,Normal,Normal,Near,Normal,Cheap
4475,35,3,Деснянський,3536,2,fashion,43843,Small,Low,Far,Normal,Normal
4476,95,4,Голосіївський,326,1,fashion,45930,Large,Low,Near,Few,Normal
4477,31,6,Соломянський,1129,3,new,44994,Small,Normal,Normal,Normal,Normal
4478,65,11,Дарницький,2395,3,old,35483,Normal,Normal,Normal,Normal,Normal
4479,46,5,Деснянський,4705,3,classic,29738,Normal,Normal,Far,Normal,Cheap
4480,48,24,Дарницький,2836,3,old,91203,Normal,High,Far,Normal,Expensive
4481,71,2,Деснянський,452,1,old,88041,Large,Low,Near,Few,Expensive
4482,66,6,Деснянський,4925,1,classic,47814,Large,Normal,Far,Few,Normal
4483,25,7,Дарницький,4257,2,new,62356,Small,Normal,Far,Normal,Expensive
4484,32,3,Святошинський,464,3,old,41506,Small,Low,Near,Normal,Normal
4485,67,10,Деснянський,3344,1,fashion,96306,Large,Normal,Far,Few,Expensive
4486,76,7,Дніпровський,2527,2,fashion,18715,Large,Normal,Far,Normal,Cheap
4487,27,1,Подільський,2321,1,classic,57975,Small,Low,Normal,Few,Expensive
4488,44,14,Печерський,3749,2,fashion,53367,Normal,High,Far,Normal,Expensive
4489,77,19,Подільський,3615,3,new,36113,Large,High,Far,Normal,Normal
4490,86,16,Голосіївський,4321,1,old,14478,Large,High,Far,Few,Cheap
4491,92,4,Дарницький,4456,1,new,72718,Large,Low,Far,Few,Expensive
4492,97,7,Печерський,2408,1,classic,23659,Large,Normal,Normal,Few,Cheap
4493,59,5,Святошинський,2711,1,classic,21823,Normal,Normal,Far,Few,Cheap
4494,70,8,Оболонський,542,1,classic,67768,Large,Normal,Normal,Few,Expensive
4495,91,20,Деснянський,4512,2,classic,95328,Large,High,Far,Normal,Expensive
4496,83,24,Дніпровський,1260,3,new,39270,Large,High,Normal,Normal,Normal
4497,48,3,Соломянський,410,1,fashion,60165,Normal,Low,Near,Few,Expensive
4498,79,20,Шевченківський,216,2,old,48783,Large,High,Near,Normal,Normal
4499,39,2,Деснянський,2399,1,old,97980,Normal,Low,Normal,Few,Expensive
4500,80,4,Святошинський,1638,1,classic,59564,Large,Low,Normal,Few,Expensive
4501,88,1,Дніпровський,4881,2,fashion,46856,Large,Low,Far,Normal,Normal
4502,22,15,Печерський,4851,1,old,66588,Small,High,Far,Few,Expensive
4503,93,1,Соломянський,3140,1,old,20641,Large,Low,Far,Few,Cheap
4504,30,22,Подільський,1477,1,old,42672,Small,High,Normal,Few,Normal
4505,33,2,Дарницький,3391,3,fashion,21052,Small,Low,Far,Normal,Cheap
4506,73,12,Соломянський,3736,3,classic,33920,Large,Normal,Far,Normal,Normal
4507,63,4,Дарницький,685,3,classic,74253,Normal,Low,Normal,Normal,Expensive
4508,25,24,Шевченківський,3495,2,old,55516,Small,High,Far,Normal,Expensive
4509,92,4,Святошинський,1434,2,fashion,13186,Large,Low,Normal,Normal,Cheap
4510,71,17,Оболонський,1724,2,old,24701,Large,High,Normal,Normal,Cheap
4511,52,4,Дарницький,3628,1,new,41313,Normal,Low,Far,Few,Normal
4512,93,16,Дарницький,3497,1,fashion,75786,Large,High,Far,Few,Expensive
4513,30,1,Голосіївський,1056,3,fashion,61413,Small,Low,Normal,Normal,Expensive
4514,40,20,Святошинський,222,2,fashion,79011,Normal,High,Near,Normal,Expensive
4515,97,3,Деснянський,1419,2,fashion,18821,Large,Low,Normal,Normal,Cheap
4516,81,18,Святошинський,3877,3,new,54745,Large,High,Far,Normal,Expensive
4517,67,19,Печерський,2524,3,fashion,55633,Large,High,Far,Normal,Expensive
4518,39,10,Деснянський,1331,1,classic,60223,Normal,Normal,Normal,Few,Expensive
4519,91,3,Шевченківський,1383,1,fashion,78001,Large,Low,Normal,Few,Expensive
4520,96,11,Голосіївський,4454,2,old,78795,Large,Normal,Far,Normal,Expensive
4521,60,23,Подільський,2689,2,fashion,57813,Normal,High,Far,Normal,Expensive
4522,85,8,Шевченківський,1853,3,classic,12372,Large,Normal,Normal,Normal,Cheap
4523,44,19,Соломянський,1588,2,fashion,78989,Normal,High,Normal,Normal,Expensive
4524,60,17,Деснянський,1338,3,new,84909,Normal,High,Normal,Normal,Expensive
4525,82,16,Дніпровський,3584,3,fashion,26506,Large,High,Far,Normal,Cheap
4526,45,23,Голосіївський,3187,2,classic,31976,Normal,High,Far,Normal,Normal
4527,35,3,Деснянський,2304,1,fashion,55180,Small,Low,Normal,Few,Expensive
4528,55,9,Святошинський,788,2,old,64651,Normal,Normal,Normal,Normal,Expensive
4529,90,7,Подільський,1303,3,new,98290,Large,Normal,Normal,Normal,Expensive
4530,54,16,Дніпровський,467,3,old,42954,Normal,High,Near,Normal,Normal
4531,40,6,Шевченківський,4677,2,fashion,26739,Normal,Normal,Far,Normal,Cheap
4532,38,8,Подільський,4753,2,old,41661,Normal,Normal,Far,Normal,Normal
4533,96,4,Соломянський,4576,2,fashion,50192,Large,Low,Far,Normal,Expensive
4534,21,23,Голосіївський,1101,2,classic,23697,Small,High,Normal,Normal,Cheap
4535,25,16,Дніпровський,2482,3,fashion,87505,Small,High,Normal,Normal,Expensive
4536,80,20,Оболонський,1964,1,old,38488,Large,High,Normal,Few,Normal
4537,97,19,Деснянський,4431,3,fashion,40808,Large,High,Far,Normal,Normal
4538,76,5,Печерський,557,3,new,90292,Large,Normal,Normal,Normal,Expensive
4539,59,24,Оболонський,4699,1,fashion,25177,Normal,High,Far,Few,Cheap
4540,38,6,Голосіївський,3966,3,new,25386,Normal,Normal,Far,Normal,Cheap
4541,69,10,Соломянський,4307,1,new,40268,Large,Normal,Far,Few,Normal
4542,99,16,Шевченківський,2542,3,old,10403,Large,High,Far,Normal,Cheap
4543,48,9,Дарницький,1527,2,fashion,45261,Normal,Normal,Normal,Normal,Normal
4544,48,17,Соломянський,3981,3,fashion,48713,Normal,High,Far,Normal,Normal
4545,43,5,Подільський,1770,2,fashion,31304,Normal,Normal,Normal,Normal,Normal
4546,88,19,Подільський,523,3,classic,29818,Large,High,Normal,Normal,Cheap
4547,52,2,Дарницький,4989,1,classic,13759,Normal,Low,Far,Few,Cheap
4548,20,7,Деснянський,4523,3,new,89896,Small,Normal,Far,Normal,Expensive
4549,21,20,Соломянський,563,1,old,17015,Small,High,Normal,Few,Cheap
4550,32,18,Соломянський,919,2,fashion,82901,Small,High,Normal,Normal,Expensive
4551,42,12,Дарницький,2889,2,classic,46749,Normal,Normal,Far,Normal,Normal
4552,26,1,Подільський,3457,2,old,36942,Small,Low,Far,Normal,Normal
4553,98,7,Подільський,551,1,fashion,53258,Large,Normal,Normal,Few,Expensive
4554,22,19,Святошинський,1156,1,old,95319,Small,High,Normal,Few,Expensive
4555,70,22,Святошинський,3425,2,new,49311,Large,High,Far,Normal,Normal
4556,23,24,Дарницький,1142,3,classic,77699,Small,High,Normal,Normal,Expensive
4557,85,17,Деснянський,847,1,classic,97718,Large,High,Normal,Few,Expensive
4558,68,8,Святошинський,276,1,classic,70932,Large,Normal,Near,Few,Expensive
4559,95,3,Подільський,4836,2,classic,94431,Large,Low,Far,Normal,Expensive
4560,63,22,Дарницький,3085,3,new,79222,Normal,High,Far,Normal,Expensive
4561,45,16,Святошинський,2866,1,old,93549,Normal,High,Far,Few,Expensive
4562,74,19,Соломянський,1821,3,old,76846,Large,High,Normal,Normal,Expensive
4563,63,22,Дніпровський,2158,3,new,46470,Normal,High,Normal,Normal,Normal
4564,73,3,Голосіївський,3921,2,old,68628,Large,Low,Far,Normal,Expensive
4565,39,3,Печерський,2317,1,fashion,70221,Normal,Low,Normal,Few,Expensive
4566,75,4,Голосіївський,3586,2,classic,20305,Large,Low,Far,Normal,Cheap
4567,69,3,Деснянський,4348,3,new,15796,Large,Low,Far,Normal,Cheap
4568,71,11,Печерський,375,1,old,68243,Large,Normal,Near,Few,Expensive
4569,95,10,Дніпровський,4999,3,old,64343,Large,Normal,Far,Normal,Expensive
4570,97,18,Соломянський,4496,3,new,60754,Large,High,Far,Normal,Expensive
4571,81,9,Шевченківський,3594,3,old,85919,Large,Normal,Far,Normal,Expensive
4572,97,15,Святошинський,633,2,classic,76210,Large,High,Normal,Normal,Expensive
4573,49,23,Голосіївський,2107,3,fashion,71359,Normal,High,Normal,Normal,Expensive
4574,20,19,Дніпровський,3259,2,new,90412,Small,High,Far,Normal,Expensive
4575,69,6,Святошинський,2557,2,old,81193,Large,Normal,Far,Normal,Expensive
4576,24,19,Оболонський,4967,2,classic,11793,Small,High,Far,Normal,Cheap
4577,54,1,Шевченківський,2047,2,new,17396,Normal,Low,Normal,Normal,Cheap
4578,79,22,Деснянський,3807,2,new,30503,Large,High,Far,Normal,Normal
4579,99,18,Подільський,768,2,fashion,68819,Large,High,Normal,Normal,Expensive
4580,94,3,Соломянський,2680,3,classic,23869,Large,Low,Far,Normal,Cheap
4581,83,20,Голосіївський,2841,1,new,57517,Large,High,Far,Few,Expensive
4582,36,7,Печерський,424,3,new,78056,Normal,Normal,Near,Normal,Expensive
4583,75,14,Оболонський,4373,2,old,40413,Large,High,Far,Normal,Normal
4584,32,14,Дарницький,2663,3,new,76053,Small,High,Far,Normal,Expensive
4585,61,2,Деснянський,843,1,classic,23461,Normal,Low,Normal,Few,Cheap
4586,82,20,Голосіївський,3450,3,old,82208,Large,High,Far,Normal,Expensive
4587,86,24,Шевченківський,2265,2,fashion,19509,Large,High,Normal,Normal,Cheap
4588,63,19,Дарницький,347,2,new,20945,Normal,High,Near,Normal,Cheap
4589,42,11,Дарницький,654,1,new,66944,Normal,Normal,Normal,Few,Expensive
4590,72,2,Соломянський,4297,1,old,97755,Large,Low,Far,Few,Expensive
4591,41,16,Шевченківський,3078,1,fashion,20756,Normal,High,Far,Few,Cheap
4592,49,6,Печерський,1139,2,classic,17983,Normal,Normal,Normal,Normal,Cheap
4593,66,17,Соломянський,2217,1,fashion,73676,Large,High,Normal,Few,Expensive
4594,97,18,Голосіївський,2157,2,classic,51126,Large,High,Normal,Normal,Expensive
4595,90,22,Оболонський,297,1,new,38696,Large,High,Near,Few,Normal
4596,85,23,Соломянський,2030,1,classic,76019,Large,High,Normal,Few,Expensive
4597,67,2,Печерський,3085,3,classic,80295,Large,Low,Far,Normal,Expensive
4598,55,6,Голосіївський,1285,3,old,42875,Normal,Normal,Normal,Normal,Normal
4599,72,9,Деснянський,4161,1,classic,75542,Large,Normal,Far,Few,Expensive
4600,71,8,Соломянський,4463,2,new,33566,Large,Normal,Far,Normal,Normal
4601,62,18,Подільський,3741,1,new,36658,Normal,High,Far,Few,Normal
4602,50,9,Подільський,470,3,old,66592,Normal,Normal,Near,Normal,Expensive
4603,40,13,Шевченківський,1483,1,fashion,39161,Normal,High,Normal,Few,Normal
4604,24,1,Дарницький,4155,3,new,75090,Small,Low,Far,Normal,Expensive
4605,42,20,Соломянський,367,2,new,63679,Normal,High,Near,Normal,Expensive
4606,93,19,Голосіївський,2436,3,new,89865,Large,High,Normal,Normal,Expensive
4607,57,9,Дарницький,403,2,fashion,17943,Normal,Normal,Near,Normal,Cheap
4608,24,17,Голосіївський,605,3,classic,17764,Small,High,Normal,Normal,Cheap
4609,44,12,Печерський,552,2,new,97895,Normal,Normal,Normal,Normal,Expensive
4610,66,7,Соломянський,2535,3,old,77169,Large,Normal,Far,Normal,Expensive
4611,65,1,Соломянський,2656,3,new,80741,Normal,Low,Far,Normal,Expensive
4612,97,19,Подільський,1594,1,classic,16244,Large,High,Normal,Few,Cheap
4613,87,5,Подільський,3458,1,old,29697,Large,Normal,Far,Few,Cheap
4614,72,8,Голосіївський,4838,3,classic,75508,Large,Normal,Far,Normal,Expensive
4615,46,3,Дніпровський,1764,1,new,55525,Normal,Low,Normal,Few,Expensive
4616,45,4,Шевченківський,2550,1,fashion,97781,Normal,Low,Far,Few,Expensive
4617,36,19,Деснянський,1730,1,new,83990,Normal,High,Normal,Few,Expensive
4618,73,14,Дніпровський,3827,1,classic,31068,Large,High,Far,Few,Normal
4619,24,20,Подільський,1407,1,fashion,87722,Small,High,Normal,Few,Expensive
4620,20,17,Дарницький,4161,2,old,49136,Small,High,Far,Normal,Normal
4621,80,18,Дніпровський,653,2,new,82502,Large,High,Normal,Normal,Expensive
4622,44,18,Оболонський,2101,3,fashion,62562,Normal,High,Normal,Normal,Expensive
4623,23,14,Печерський,2656,1,new,34332,Small,High,Far,Few,Normal
4624,27,17,Святошинський,1961,2,old,49287,Small,High,Normal,Normal,Normal
4625,22,7,Дніпровський,3824,2,fashion,23470,Small,Normal,Far,Normal,Cheap
4626,70,8,Дніпровський,3125,1,old,58625,Large,Normal,Far,Few,Expensive
4627,65,18,Святошинський,4947,1,new,57329,Normal,High,Far,Few,Expensive
4628,42,10,Печерський,2677,1,classic,30474,Normal,Normal,Far,Few,Normal
4629,40,12,Оболонський,1413,2,old,75632,Normal,Normal,Normal,Normal,Expensive
4630,70,11,Соломянський,2541,2,classic,90868,Large,Normal,Far,Normal,Expensive
4631,47,7,Печерський,3059,3,classic,40960,Normal,Normal,Far,Normal,Normal
4632,90,20,Голосіївський,4218,3,new,92073,Large,High,Far,Normal,Expensive
4633,59,3,Голосіївський,2185,2,fashion,91352,Normal,Low,Normal,Normal,Expensive
4634,75,22,Оболонський,416,1,new,40750,Large,High,Near,Few,Normal
4635,95,17,Оболонський,2275,1,old,43064,Large,High,Normal,Few,Normal
4636,24,20,Голосіївський,1093,3,old,46101,Small,High,Normal,Normal,Normal
4637,66,5,Оболонський,3959,1,fashion,20701,Large,Normal,Far,Few,Cheap
4638,36,15,Голосіївський,1903,3,old,86519,Normal,High,Normal,Normal,Expensive
4639,27,6,Печерський,4958,3,fashion,13309,Small,Normal,Far,Normal,Cheap
4640,64,23,Шевченківський,4191,2,classic,31825,Normal,High,Far,Normal,Normal
4641,59,20,Дніпровський,4383,2,classic,80825,Normal,High,Far,Normal,Expensive
4642,84,12,Голосіївський,2613,1,fashion,27249,Large,Normal,Far,Few,Cheap
4643,37,5,Дарницький,4447,3,old,57702,Normal,Normal,Far,Normal,Expensive
4644,70,11,Печерський,1332,2,old,10719,Large,Normal,Normal,Normal,Cheap
4645,68,16,Соломянський,205,2,classic,11083,Large,High,Near,Normal,Cheap
4646,40,3,Святошинський,3010,1,classic,91834,Normal,Low,Far,Few,Expensive
4647,27,4,Печерський,2362,3,classic,37792,Small,Low,Normal,Normal,Normal
4648,63,12,Оболонський,4236,1,classic,79306,Normal,Normal,Far,Few,Expensive
4649,42,16,Дарницький,3364,2,old,41739,Normal,High,Far,Normal,Normal
4650,81,23,Дарницький,2997,3,classic,94908,Large,High,Far,Normal,Expensive
4651,49,12,Шевченківський,4289,3,new,28560,Normal,Normal,Far,Normal,Cheap
4652,63,18,Дніпровський,3895,3,fashion,20813,Normal,High,Far,Normal,Cheap
4653,49,23,Подільський,1007,1,fashion,12611,Normal,High,Normal,Few,Cheap
4654,24,1,Деснянський,1740,2,new,65049,Small,Low,Normal,Normal,Expensive
4655,82,14,Святошинський,147,1,new,68610,Large,High,Near,Few,Expensive
4656,22,15,Шевченківський,1982,3,old,70478,Small,High,Normal,Normal,Expensive
4657,89,24,Печерський,3552,2,classic,17418,Large,High,Far,Normal,Cheap
4658,74,10,Дарницький,1879,2,fashion,89182,Large,Normal,Normal,Normal,Expensive
4659,77,6,Деснянський,2772,2,classic,26073,Large,Normal,Far,Normal,Cheap
4660,59,12,Голосіївський,4366,1,new,87101,Normal,Normal,Far,Few,Expensive
4661,80,7,Подільський,4450,2,classic,20796,Large,Normal,Far,Normal,Cheap
4662,67,20,Шевченківський,3526,2,new,24638,Large,High,Far,Normal,Cheap
4663,48,1,Деснянський,2779,2,old,55556,Normal,Low,Far,Normal,Expensive
4664,25,12,Шевченківський,2226,3,fashion,20428,Small,Normal,Normal,Normal,Cheap
4665,97,23,Соломянський,1131,2,classic,80824,Large,High,Normal,Normal,Expensive
4666,23,10,Святошинський,4171,2,old,39539,Small,Normal,Far,Normal,Normal
4667,21,21,Деснянський,2400,2,new,43777,Small,High,Normal,Normal,Normal
4668,91,21,Шевченківський,4725,2,classic,40940,Large,High,Far,Normal,Normal
4669,88,4,Оболонський,2603,1,classic,36218,Large,Low,Far,Few,Normal
4670,94,8,Деснянський,1647,3,old,43683,Large,Normal,Normal,Normal,Normal
4671,70,15,Дарницький,2982,2,fashion,54636,Large,High,Far,Normal,Expensive
4672,91,13,Деснянський,4888,2,old,66319,Large,High,Far,Normal,Expensive
4673,73,5,Деснянський,1233,1,fashion,10835,Large,Normal,Normal,Few,Cheap
4674,60,5,Оболонський,4693,1,classic,66808,Normal,Normal,Far,Few,Expensive
4675,31,11,Печерський,4012,1,old,77948,Small,Normal,Far,Few,Expensive
4676,72,20,Голосіївський,4965,1,classic,76411,Large,High,Far,Few,Expensive
4677,42,1,Деснянський,872,3,new,85151,Normal,Low,Normal,Normal,Expensive
4678,27,1,Голосіївський,1985,2,old,35441,Small,Low,Normal,Normal,Normal
4679,99,9,Святошинський,3176,1,old,74238,Large,Normal,Far,Few,Expensive
4680,27,7,Дніпровський,275,1,classic,68371,Small,Normal,Near,Few,Expensive
4681,76,14,Святошинський,1842,3,old,43986,Large,High,Normal,Normal,Normal
4682,40,1,Голосіївський,1726,1,fashion,98999,Normal,Low,Normal,Few,Expensive
4683,52,6,Голосіївський,4418,1,new,18619,Normal,Normal,Far,Few,Cheap
4684,57,7,Печерський,1394,3,classic,50098,Normal,Normal,Normal,Normal,Expensive
4685,92,2,Печерський,3872,2,fashion,80907,Large,Low,Far,Normal,Expensive
4686,52,7,Святошинський,3759,3,classic,95347,Normal,Normal,Far,Normal,Expensive
4687,52,11,Дніпровський,3365,3,classic,61679,Normal,Normal,Far,Normal,Expensive
4688,71,14,Дарницький,4666,1,old,15362,Large,High,Far,Few,Cheap
4689,40,5,Подільський,3883,1,new,75453,Normal,Normal,Far,Few,Expensive
4690,29,9,Дарницький,4499,1,fashion,34337,Small,Normal,Far,Few,Normal
4691,40,20,Святошинський,1840,1,old,65982,Normal,High,Normal,Few,Expensive
4692,22,2,Печерський,836,3,new,92446,Small,Low,Normal,Normal,Expensive
4693,25,10,Святошинський,1050,3,fashion,64861,Small,Normal,Normal,Normal,Expensive
4694,45,2,Подільський,689,1,classic,26346,Normal,Low,Normal,Few,Cheap
4695,50,2,Шевченківський,848,2,old,89009,Normal,Low,Normal,Normal,Expensive
4696,48,11,Дніпровський,702,2,fashion,14122,Normal,Normal,Normal,Normal,Cheap
4697,75,23,Деснянський,218,3,fashion,34035,Large,High,Near,Normal,Normal
4698,42,1,Дарницький,3393,1,fashion,34240,Normal,Low,Far,Few,Normal
4699,47,6,Подільський,2667,3,old,80805,Normal,Normal,Far,Normal,Expensive
4700,97,3,Дніпровський,2676,1,fashion,49359,Large,Low,Far,Few,Normal
4701,88,21,Святошинський,4705,3,old,56065,Large,High,Far,Normal,Expensive
4702,75,5,Дарницький,1853,2,classic,96323,Large,Normal,Normal,Normal,Expensive
4703,51,17,Оболонський,1925,3,classic,99905,Normal,High,Normal,Normal,Expensive
4704,26,3,Деснянський,1338,3,old,14187,Small,Low,Normal,Normal,Cheap
4705,46,19,Дніпровський,3160,1,old,77212,Normal,High,Far,Few,Expensive
4706,44,10,Печерський,2434,2,old,53373,Normal,Normal,Normal,Normal,Expensive
4707,87,22,Дарницький,4785,1,new,76638,Large,High,Far,Few,Expensive
4708,36,14,Подільський,2876,2,classic,15712,Normal,High,Far,Normal,Cheap
4709,55,17,Печерський,2719,3,classic,44138,Normal,High,Far,Normal,Normal
4710,88,9,Печерський,1502,3,fashion,91005,Large,Normal,Normal,Normal,Expensive
4711,31,22,Шевченківський,3173,1,fashion,16105,Small,High,Far,Few,Cheap
4712,40,18,Дніпровський,2608,3,fashion,79063,Normal,High,Far,Normal,Expensive
4713,79,6,Дніпровський,4745,1,new,26278,Large,Normal,Far,Few,Cheap
4714,48,9,Голосіївський,4348,3,old,24106,Normal,Normal,Far,Normal,Cheap
4715,73,10,Святошинський,4427,1,new,33734,Large,Normal,Far,Few,Normal
4716,62,2,Дніпровський,4462,2,new,19401,Normal,Low,Far,Normal,Cheap
4717,93,4,Оболонський,2873,2,fashion,10952,Large,Low,Far,Normal,Cheap
4718,75,3,Подільський,3958,3,new,99351,Large,Low,Far,Normal,Expensive
4719,99,14,Святошинський,2667,1,old,98574,Large,High,Far,Few,Expensive
4720,43,12,Дніпровський,4605,3,classic,69559,Normal,Normal,Far,Normal,Expensive
4721,32,13,Дніпровський,4954,2,fashion,55882,Small,High,Far,Normal,Expensive
4722,71,3,Оболонський,3149,3,old,60856,Large,Low,Far,Normal,Expensive
4723,36,23,Голосіївський,3769,1,fashion,51172,Normal,High,Far,Few,Expensive
4724,35,4,Подільський,2450,2,fashion,59927,Small,Low,Normal,Normal,Expensive
4725,76,9,Дарницький,1602,3,fashion,49194,Large,Normal,Normal,Normal,Normal
4726,39,5,Шевченківський,4679,2,old,31640,Normal,Normal,Far,Normal,Normal
4727,88,2,Голосіївський,1259,3,old,96724,Large,Low,Normal,Normal,Expensive
4728,21,18,Оболонський,2028,2,fashion,38820,Small,High,Normal,Normal,Normal
